gene	n_hits
FAM32A	1
FAM43A	1
FAM43B	0
FAM47A	0
FAM47B	0
FAM47C	0
FAM47E	0
FAM50A	3
FAM50B	3
FAM53A	2
FAM53B	1
FAM53C	0
FAM71A	0
FAM71B	0
FAM71C	0
FAM71D	1
FAM71E1	0
FAM71E2	0
FAM71F1	0
FAM71F2	3
FAM72A	2
FAM72B	2
FAM72C	2
FAM72D	3
FAM76A	1
FAM76B	2
FAM78A	4
FAM78B	0
FAM81A	1
FAM81B	2
FAM83A	47
FAM83B	18
FAM83C	4
FAM83D	27
FAM83E	2
FAM83F	10
FAM83G	2
FAM83H	44
FAM86B1	0
FAM86B2	0
FAM89A	1
FAM89B	0
FAM90A1	0
FAM90A26	0
FAM91A1	2
FAM98A	5
FAM98B	3
FAM98C	0
FAM102A	1
FAM102B	0
FAM104A	0
FAM104B	0
FAM107A	13
FAM107B	3
FAM110A	0
FAM110B	5
FAM110C	0
FAM110D	0
FAM111A	6
FAM111B	9
FAM114A1	1
FAM114A2	1
FAM117A	0
FAM117B	0
FAM118A	1
FAM118B	1
FAM120A	3
FAM120AOS	3
FAM120B	1
FAM120C	0
FAM124A	0
FAM124B	1
FAM126A	0
FAM126B	1
FAM131A	1
FAM131B	2
FAM131C	0
FAM133A	3
FAM133B	4
FAM135A	0
FAM135B	7
FAM136A	2
FAM149A	0
FAM149B1	0
FAM151A	0
FAM151B	0
FAM153A	0
FAM153B	0
FAM156A	1
FAM156B	0
FAM161A	0
FAM161B	1
FAM162A	2
FAM162B	2
FAM163A	1
FAM163B	0
FAM166A	0
FAM166B	0
FAM166C	0
FAM167A	2
FAM167B	0
FAM168A	1
FAM168B	0
FAM169A	0
FAM169B	0
FAM170A	0
FAM170B	1
FAM171A1	3
FAM171A2	0
FAM171B	3
FAM172A	7
FAM174A	1
FAM174B	2
FAM174C	0
FAM177A1	2
FAM177B	0
FAM178B	0
FAM180A	0
FAM180B	0
FAM181A	0
FAM181B	0
FAM183A	0
FAM184A	2
FAM184B	0
FAM185A	0
FAM186A	2
FAM186B	1
FAM187A	0
FAM187B	1
FAM189A1	1
FAM189A2	2
FAM189B	1
FAM193A	1
FAM193B	0
FAM199X	0
FAM200A	1
FAM200B	0
FAM204A	0
FAM205A	0
FAM205C	0
FAM207A	0
FAM209A	0
FAM209B	0
FAM210A	0
FAM210B	2
FAM214A	0
FAM214B	0
FAM216A	0
FAM216B	0
FAM217A	0
FAM217B	0
FAM219A	0
FAM219B	0
FAM220A	0
FAM221A	1
FAM221B	0
FAM222A	1
FAM222B	0
FAM227A	0
FAM227B	0
FAM228A	0
FAM228B	1
FAM229A	0
FAM229B	0
FAM234A	0
FAM234B	1
FAM236A	0
FAM236B	0
FAM236C	0
FAM236D	0
FAM237A	0
FAM237B	0
FAM240A	0
FAM240B	0
FAM240C	0
FAM241A	0
FAM241B	0
FAM243A	0
FAM243B	0
FAM246A	0
FAM246B	0
FAM246C	0
FAN1	26
FANCA	248
FANCB	37
FANCC	142
FANCD2	449
FANCD2OS	0
FANCE	38
FANCF	78
FANCG	99
FANCI	111
FANCL	68
FANCM	106
FANK1	1
FAP	600
FAR1	5
FAR2	1
FARP1	5
FARP2	1
FARS2	3
FARSA	4
FARSB	3
FAS	600
FASLG	49
FASN	564
FASTK	5
FASTKD1	3
FASTKD2	4
FASTKD3	1
FASTKD5	0
FAT1	137
FAT2	16
FAT3	32
FAT4	75
FATE1	6
FAU	22
FAXC	0
FAXDC2	0
FBF1	0
FBH1	4
FBL	26
FBLIM1	3
FBLL1	1
FBLN1	31
FBLN2	15
FBLN5	16
FBLN7	5
FBN1	51
FBN2	24
FBN3	5
FBP1	104
FBP2	8
FBRS	0
FBRSL1	0
FBXL2	8
FBXL3	7
FBXL4	3
FBXL5	16
FBXL6	2
FBXL7	10
FBXL8	3
FBXL12	3
FBXL13	0
FBXL14	8
FBXL15	0
FBXL16	1
FBXL17	5
FBXL18	2
FBXL19	15
FBXL20	5
FBXL22	1
FBXO2	7
FBXO3	2
FBXO4	9
FBXO5	10
FBXO6	8
FBXO7	2
FBXO8	0
FBXO9	1
FBXO10	8
FBXO11	28
FBXO15	2
FBXO16	2
FBXO17	6
FBXO21	1
FBXO22	15
FBXO24	3
FBXO25	2
FBXO27	0
FBXO28	4
FBXO30	3
FBXO31	19
FBXO32	26
FBXO33	0
FBXO34	0
FBXO36	1
FBXO38	2
FBXO39	6
FBXO40	0
FBXO41	1
FBXO42	0
FBXO43	3
FBXO44	4
FBXO45	14
FBXO46	1
FBXO47	1
FBXO48	0
FBXW2	8
FBXW4	4
FBXW5	5
FBXW7	521
FBXW8	18
FBXW9	0
FBXW10	2
FBXW11	13
FBXW12	2
FCAMR	1
FCAR	0
FCER1A	3
FCER1G	11
FCER2	1
FCF1	0
FCGBP	22
FCGR1A	6
FCGR1B	3
FCGR2A	40
FCGR2B	15
FCGR2C	3
FCGR3A	47
FCGR3B	4
FCGRT	11
FCHO1	3
FCHO2	1
FCHSD1	0
FCHSD2	2
FCMR	2
FCN1	0
FCN2	3
FCN3	6
FCRL1	3
FCRL2	0
FCRL3	6
FCRL4	1
FCRL5	2
FCRL6	2
FCRLA	3
FCRLB	0
FCSK	0
FDCSP	2
FDFT1	18
FDPS	26
FDX1	4
FDX2	1
FDXACB1	0
FDXR	26
FECH	39
FEM1A	1
FEM1B	9
FEM1C	0
FEN1	181
FER	116
FER1L5	1
FER1L6	2
FERD3L	1
FERMT1	25
FERMT2	17
FERMT3	8
FES	232
FETUB	8
FEV	259
FEZ1	26
FEZ2	0
FEZF1	37
FEZF2	3
FFAR1	9
FFAR2	16
FFAR3	7
FFAR4	16
FGA	57
FGB	19
FGD1	9
FGD2	1
FGD3	6
FGD4	9
FGD5	30
FGD6	1
FGF1	143
FGF2	498
FGF3	91
FGF4	89
FGF5	28
FGF6	15
FGF7	75
FGF8	61
FGF9	76
FGF10	57
FGF11	7
FGF12	21
FGF13	19
FGF14	12
FGF16	10
FGF17	9
FGF18	48
FGF19	151
FGF20	21
FGF21	51
FGF22	5
FGF23	78
FGFBP1	13
FGFBP2	3
FGFBP3	2
FGFR1	600
FGFR1OP2	3
FGFR2	600
FGFR3	600
FGFR4	304
FGFRL1	22
FGG	30
FGGY	3
FGL1	12
FGL2	15
FGR	57
FH	600
FHAD1	1
FHDC1	3
FHIP1A	0
FHIP1B	0
FHIP2A	0
FHIP2B	0
FHIT	600
FHL1	33
FHL2	90
FHL3	8
FHL5	3
FHOD1	11
FHOD3	6
FIBCD1	1
FIBIN	2
FIBP	2
FICD	4
FIG4	2
FIGLA	3
FIGN	2
FIGNL1	4
FIGNL2	0
FILIP1	2
FILIP1L	14
FIP1L1	16
FIS1	39
FITM1	0
FITM2	2
FIZ1	0
FJX1	11
FKBP1A	9
FKBP1B	2
FKBP2	2
FKBP3	5
FKBP4	26
FKBP5	55
FKBP6	2
FKBP7	2
FKBP8	9
FKBP9	4
FKBP10	11
FKBP11	2
FKBP14	5
FKBP15	1
FKBPL	13
FKRP	3
FKTN	5
FLACC1	0
FLAD1	4
FLCN	141
FLG	57
FLG2	3
FLI1	234
FLII	12
FLNA	107
FLNB	22
FLNC	34
FLOT1	23
FLOT2	22
FLRT1	2
FLRT2	7
FLRT3	8
FLT1	144
FLT3	600
FLT3LG	9
FLT4	68
FLVCR1	15
FLVCR2	2
FLYWCH1	2
FLYWCH2	0
FMC1	0
FMN1	8
FMN2	17
FMNL1	11
FMNL2	30
FMNL3	13
FMO1	14
FMO2	11
FMO3	28
FMO4	2
FMO5	8
FMOD	12
FMR1	44
FMR1NB	1
FN1	363
FN3K	11
FN3KRP	0
FNBP1	4
FNBP1L	0
FNBP4	2
FNDC1	15
FNDC3A	3
FNDC3B	27
FNDC4	2
FNDC5	16
FNDC7	1
FNDC8	0
FNDC9	0
FNDC10	0
FNDC11	0
FNIP1	12
FNIP2	12
FNTA	8
FNTB	3
FOCAD	5
FOLH1	44
FOLR1	75
FOLR2	11
FOLR3	6
FOS	600
FOSB	106
FOSL1	94
FOSL2	31
FOXA1	600
FOXA2	169
FOXA3	14
FOXB1	3
FOXB2	2
FOXC1	137
FOXC2	137
FOXD1	43
FOXD2	45
FOXD3	58
FOXD4	4
FOXD4L1	2
FOXD4L3	2
FOXD4L4	2
FOXD4L5	1
FOXD4L6	0
FOXE1	81
FOXE3	3
FOXF1	62
FOXF2	50
FOXG1	21
FOXH1	12
FOXI1	6
FOXI2	4
FOXI3	2
FOXJ1	30
FOXJ2	14
FOXJ3	6
FOXK1	53
FOXK2	22
FOXL1	35
FOXL2	81
FOXL2NB	1
FOXL3	0
FOXM1	600
FOXN1	64
FOXN2	13
FOXN3	27
FOXN4	7
FOXO1	600
FOXO3	356
FOXO3B	0
FOXO4	106
FOXO6	36
FOXP1	141
FOXP2	40
FOXP3	600
FOXP4	42
FOXQ1	83
FOXR1	5
FOXR2	20
FOXRED1	1
FOXRED2	2
FOXS1	6
FPGS	82
FPGT	1
FPR1	44
FPR2	31
FPR3	8
FRA10AC1	0
FRAS1	13
FRAT1	22
FRAT2	14
FREM1	6
FREM2	4
FREM3	0
FRG1	4
FRG2	0
FRG2B	0
FRG2C	0
FRK	34
FRMD1	1
FRMD3	2
FRMD4A	4
FRMD4B	1
FRMD5	4
FRMD6	21
FRMD7	1
FRMD8	2
FRMPD1	2
FRMPD2	1
FRMPD3	1
FRMPD4	0
FRRS1	0
FRRS1L	0
FRS2	63
FRS3	7
FRY	45
FRYL	0
FRZB	26
FSBP	4
FSCB	2
FSCN1	96
FSCN2	1
FSCN3	0
FSD1	4
FSD1L	1
FSD2	3
FSHB	7
FSHR	107
FSIP1	16
FSIP2	3
FST	97
FSTL1	42
FSTL3	7
FSTL4	2
FSTL5	5
FTCD	9
FTCDNL1	0
FTH1	45
FTHL17	4
FTL	37
FTMT	5
FTO	240
FTSJ1	4
FTSJ3	3
FUBP1	37
FUBP3	2
FUCA1	17
FUCA2	3
FUNDC1	18
FUNDC2	0
FUOM	0
FURIN	264
FUS	244
FUT1	57
FUT2	47
FUT3	55
FUT4	52
FUT5	10
FUT6	30
FUT7	12
FUT8	81
FUT9	6
FUT10	2
FUT11	3
FUZ	2
FXN	11
FXR1	31
FXR2	7
FXYD1	3
FXYD2	3
FXYD3	31
FXYD4	0
FXYD5	16
FXYD6	7
FXYD7	0
FYB1	1
FYB2	0
FYCO1	11
FYN	296
FYTTD1	0
FZD1	41
FZD2	45
FZD3	35
FZD4	52
FZD5	44
FZD6	51
FZD7	122
FZD8	39
FZD9	17
FZD10	39
FZR1	14
G2E3	2
G3BP1	51
G3BP2	25
G6PC1	1
G6PC2	4
G6PC3	4
G6PD	261
GAA	50
GAB1	97
GAB2	95
GAB3	7
GAB4	0
GABARAP	48
GABARAPL1	32
GABARAPL2	17
GABBR1	7
GABBR2	5
GABPA	25
GABPB1	11
GABPB2	2
GABRA1	6
GABRA2	4
GABRA3	13
GABRA4	3
GABRA5	2
GABRA6	2
GABRB1	2
GABRB2	6
GABRB3	8
GABRD	9
GABRE	9
GABRG1	2
GABRG2	3
GABRG3	2
GABRP	17
GABRQ	3
GABRR1	3
GABRR2	0
GABRR3	0
GAD1	12
GAD2	7
GADD45A	222
GADD45B	75
GADD45G	24
GADD45GIP1	4
GADL1	1
GAGE1	16
GAGE2A	1
GAGE2B	0
GAGE2C	0
GAGE2D	0
GAGE2E	0
GAGE4	1
GAGE5	0
GAGE6	2
GAGE7	12
GAGE8	1
GAGE10	2
GAGE12B	0
GAGE12C	0
GAGE12D	0
GAGE12E	0
GAGE12F	0
GAGE12G	0
GAGE12H	0
GAGE12I	3
GAGE12J	2
GAGE13	0
GAK	15
GAL	600
GAL3ST1	7
GAL3ST2	3
GAL3ST3	2
GAL3ST4	0
GALC	9
GALE	12
GALK1	3
GALK2	3
GALM	3
GALNS	6
GALNT1	15
GALNT2	13
GALNT3	21
GALNT4	7
GALNT5	5
GALNT6	25
GALNT7	17
GALNT8	3
GALNT9	7
GALNT10	7
GALNT11	4
GALNT12	11
GALNT13	5
GALNT14	32
GALNT15	0
GALNT16	1
GALNT17	0
GALNT18	0
GALNTL5	1
GALNTL6	2
GALP	35
GALR1	23
GALR2	16
GALR3	1
GALT	77
GAMT	5
GAN	165
GANAB	7
GANC	0
GAP43	20
GAPDH	600
GAPDHS	3
GAPT	1
GAPVD1	0
GAR1	1
GAREM1	1
GAREM2	0
GARNL3	1
GARRE1	0
GARS1	1
GART	23
GAS1	44
GAS2	9
GAS2L1	3
GAS2L2	3
GAS2L3	4
GAS6	229
GAS7	15
GAS8	15
GASK1A	0
GASK1B	0
GAST	22
GATA1	69
GATA2	135
GATA3	600
GATA4	130
GATA5	47
GATA6	150
GATAD1	2
GATAD2A	8
GATAD2B	6
GATB	0
GATC	13
GATD1	0
GATD3A	0
GATD3B	0
GATM	6
GBA	60
GBA2	2
GBA3	3
GBE1	7
GBF1	1
GBGT1	5
GBP1	48
GBP2	15
GBP3	3
GBP4	8
GBP5	12
GBP6	4
GBP7	0
GBX1	1
GBX2	18
GC	600
GCA	296
GCAT	4
GCC1	0
GCC2	6
GCDH	3
GCFC2	0
GCG	93
GCGR	6
GCH1	16
GCHFR	1
GCK	27
GCKR	16
GCLC	126
GCLM	86
GCM1	6
GCM2	6
GCN1	3
GCNA	4
GCNT1	12
GCNT2	14
GCNT3	15
GCNT4	3
GCNT7	0
GCSAM	1
GCSAML	0
GCSH	19
GDA	62
GDAP1	2
GDAP1L1	2
GDAP2	0
GDE1	0
GDF1	5
GDF2	4
GDF3	11
GDF5	10
GDF6	4
GDF7	5
GDF9	22
GDF10	14
GDF11	24
GDF15	242
GDI1	0
GDI2	10
GDNF	173
GDPD1	0
GDPD2	0
GDPD3	3
GDPD4	1
GDPD5	10
GDPGP1	0
GEM	600
GEMIN2	2
GEMIN4	29
GEMIN5	1
GEMIN6	0
GEMIN7	2
GEMIN8	0
GEN1	12
GET1	6
GET3	0
GET4	2
GFAP	333
GFER	5
GFI1	43
GFI1B	12
GFM1	2
GFM2	0
GFOD1	0
GFOD2	0
GFPT1	10
GFPT2	10
GFRA1	36
GFRA2	4
GFRA3	7
GFRA4	6
GFRAL	23
GFUS	0
GFY	0
GGA1	0
GGA2	2
GGA3	5
GGACT	0
GGCT	36
GGCX	4
GGH	59
GGN	115
GGNBP2	6
GGPS1	6
GGT1	34
GGT2	2
GGT5	7
GGT6	3
GGT7	2
GGTA1	1
GGTLC1	0
GGTLC2	0
GGTLC3	0
GH1	29
GH2	6
GHDC	3
GHITM	2
GHR	146
GHRH	170
GHRHR	12
GHRL	28
GHSR	64
GID4	2
GID8	2
GIGYF1	1
GIGYF2	3
GIMAP1	3
GIMAP2	1
GIMAP4	8
GIMAP5	1
GIMAP6	9
GIMAP7	7
GIMAP8	3
GIMD1	0
GIN1	0
GINM1	1
GINS1	10
GINS2	35
GINS3	4
GINS4	7
GIP	95
GIPC1	26
GIPC2	11
GIPC3	8
GIPR	10
GIT1	36
GIT2	12
GJA1	59
GJA3	4
GJA4	4
GJA5	1
GJA8	2
GJA9	2
GJA10	2
GJB1	10
GJB2	31
GJB3	3
GJB4	3
GJB5	6
GJB6	6
GJB7	2
GJC1	10
GJC2	2
GJC3	1
GJD2	2
GJD3	2
GJD4	0
GJE1	0
GK	85
GK2	7
GK5	1
GKAP1	1
GKN1	46
GKN2	22
GLA	239
GLB1	11
GLB1L	1
GLB1L2	0
GLB1L3	0
GLCCI1	1
GLCE	10
GLDC	27
GLDN	2
GLE1	2
GLG1	8
GLI1	600
GLI2	309
GLI3	110
GLI4	2
GLIPR1	34
GLIPR1L1	1
GLIPR1L2	2
GLIPR2	3
GLIS1	8
GLIS2	16
GLIS3	8
GLMN	3
GLMP	1
GLO1	59
GLOD4	0
GLOD5	0
GLP1R	8
GLP2R	5
GLRA1	3
GLRA2	1
GLRA3	2
GLRB	1
GLRX	8
GLRX2	2
GLRX3	10
GLRX5	3
GLS	297
GLS2	51
GLT1D1	1
GLT6D1	0
GLT8D1	2
GLT8D2	0
GLTP	7
GLTPD2	1
GLUD1	20
GLUD2	3
GLUL	29
GLYAT	2
GLYATL1	4
GLYATL1B	0
GLYATL2	2
GLYATL3	1
GLYCTK	0
GLYR1	4
GM2A	2
GMCL1	1
GMCL2	0
GMDS	20
GMEB1	3
GMEB2	2
GMFB	3
GMFG	3
GMIP	5
GML	28
GMNC	1
GMNN	11
GMPPA	3
GMPPB	2
GMPR	4
GMPR2	4
GMPS	46
GNA11	93
GNA12	13
GNA13	30
GNA14	8
GNA15	6
GNAI1	14
GNAI2	14
GNAI3	5
GNAL	3
GNAO1	14
GNAQ	118
GNAS	225
GNAT1	5
GNAT2	0
GNAT3	1
GNAZ	3
GNB1	12
GNB1L	0
GNB2	5
GNB3	16
GNB4	10
GNB5	5
GNE	35
GNG2	10
GNG3	2
GNG4	16
GNG5	4
GNG7	13
GNG8	1
GNG10	2
GNG11	18
GNG12	8
GNG13	5
GNG14	0
GNGT1	5
GNGT2	3
GNL1	3
GNL2	2
GNL3	15
GNL3L	4
GNLY	14
GNMT	48
GNPAT	5
GNPDA1	6
GNPDA2	7
GNPNAT1	8
GNPTAB	0
GNPTG	0
GNRH1	15
GNRH2	7
GNRHR	52
GNS	80
GOLGA1	0
GOLGA2	7
GOLGA3	4
GOLGA4	4
GOLGA5	1
GOLGA6A	0
GOLGA6B	0
GOLGA6C	0
GOLGA6D	0
GOLGA6L1	1
GOLGA6L2	0
GOLGA6L4	0
GOLGA6L6	0
GOLGA6L7	0
GOLGA6L9	0
GOLGA6L10	0
GOLGA6L22	0
GOLGA7	4
GOLGA7B	2
GOLGA8A	0
GOLGA8B	2
GOLGA8F	0
GOLGA8G	0
GOLGA8H	0
GOLGA8J	0
GOLGA8K	0
GOLGA8M	0
GOLGA8N	0
GOLGA8O	0
GOLGA8Q	0
GOLGA8R	0
GOLGA8S	0
GOLGA8T	0
GOLGB1	6
GOLIM4	3
GOLM1	43
GOLM2	0
GOLPH3	104
GOLPH3L	6
GOLT1A	3
GOLT1B	1
GON4L	3
GON7	1
GOPC	12
GORAB	2
GORASP1	4
GORASP2	3
GOSR1	1
GOSR2	0
GOT1	44
GOT1L1	0
GOT2	19
GP1BA	3
GP1BB	4
GP2	57
GP5	353
GP6	162
GP9	5
GPA33	26
GPAA1	8
GPALPP1	0
GPAM	6
GPANK1	0
GPAT2	4
GPAT3	2
GPAT4	0
GPATCH1	0
GPATCH2	1
GPATCH2L	0
GPATCH3	1
GPATCH4	1
GPATCH8	0
GPATCH11	0
GPBAR1	16
GPBP1	1
GPBP1L1	0
GPC1	48
GPC2	8
GPC3	253
GPC4	6
GPC5	33
GPC6	13
GPCPD1	2
GPD1	9
GPD1L	7
GPD2	8
GPER1	55
GPHA2	0
GPHB5	0
GPHN	3
GPI	397
GPIHBP1	4
GPKOW	0
GPLD1	2
GPM6A	4
GPM6B	7
GPN1	3
GPN2	0
GPN3	3
GPNMB	81
GPR3	5
GPR4	38
GPR6	3
GPR12	5
GPR15	11
GPR17	4
GPR18	13
GPR19	7
GPR20	0
GPR21	0
GPR22	0
GPR25	0
GPR26	2
GPR27	1
GPR31	7
GPR32	5
GPR33	0
GPR34	8
GPR35	16
GPR37	5
GPR37L1	1
GPR39	14
GPR42	0
GPR45	0
GPR50	4
GPR52	2
GPR55	69
GPR61	0
GPR62	0
GPR63	2
GPR65	13
GPR68	32
GPR75	4
GPR78	8
GPR82	0
GPR83	0
GPR84	7
GPR85	3
GPR87	20
GPR88	0
GPR89A	0
GPR89B	0
GPR101	6
GPR107	3
GPR108	0
GPR119	8
GPR132	8
GPR135	2
GPR137	11
GPR137B	2
GPR137C	1
GPR139	2
GPR141	1
GPR142	3
GPR143	3
GPR146	1
GPR148	0
GPR149	2
GPR150	2
GPR151	0
GPR152	1
GPR153	0
GPR155	2
GPR156	0
GPR157	0
GPR158	6
GPR160	5
GPR161	4
GPR162	1
GPR171	2
GPR173	0
GPR174	1
GPR176	5
GPR179	0
GPR180	1
GPR182	2
GPR183	5
GPRASP1	4
GPRASP2	2
GPRC5A	61
GPRC5B	8
GPRC5C	4
GPRC5D	5
GPRC6A	25
GPRIN1	1
GPRIN2	2
GPRIN3	1
GPS1	12
GPS2	19
GPSM1	2
GPSM2	8
GPSM3	0
GPT	243
GPT2	13
GPX1	255
GPX2	99
GPX3	123
GPX4	240
GPX5	6
GPX6	7
GPX7	15
GPX8	10
GRAMD1A	3
GRAMD1B	4
GRAMD1C	1
GRAMD2A	0
GRAMD2B	0
GRAMD4	2
GRAP	2
GRAP2	11
GRAPL	0
GRB2	459
GRB7	151
GRB10	47
GRB14	24
GREB1	114
GREB1L	3
GREM1	92
GREM2	9
GREP1	2
GRHL1	19
GRHL2	72
GRHL3	23
GRHPR	3
GRIA1	12
GRIA2	11
GRIA3	10
GRIA4	7
GRID1	4
GRID2	6
GRID2IP	4
GRIFIN	0
GRIK1	6
GRIK2	12
GRIK3	5
GRIK4	3
GRIK5	0
GRIN1	5
GRIN2A	21
GRIN2B	11
GRIN2C	0
GRIN2D	6
GRIN3A	1
GRIN3B	1
GRINA	5
GRIP1	40
GRIP2	3
GRIPAP1	3
GRK1	1
GRK2	44
GRK3	12
GRK4	5
GRK5	26
GRK6	14
GRK7	0
GRM1	31
GRM2	1
GRM3	11
GRM4	6
GRM5	4
GRM6	1
GRM7	2
GRM8	6
GRN	125
GRP	600
GRPEL1	3
GRPEL2	1
GRPR	309
GRSF1	7
GRTP1	0
GRWD1	12
GRXCR1	0
GRXCR2	0
G0S2	30
GSAP	2
GSC	519
GSC2	0
GSDMA	6
GSDMB	15
GSDMC	8
GSDMD	46
GSDME	40
GSE1	7
GSG1	0
GSG1L	4
GSG1L2	0
GSK3A	17
GSK3B	101
GSKIP	9
GSN	64
GSPT1	24
GSPT2	6
GSR	59
GSS	117
GSTA1	124
GSTA2	37
GSTA3	12
GSTA4	28
GSTA5	9
GSTCD	0
GSTK1	7
GSTM1	600
GSTM2	41
GSTM3	107
GSTM4	16
GSTM5	20
GSTO1	66
GSTO2	30
GSTP1	600
GSTT2	32
GSTT2B	2
GSTT4	0
GSTZ1	30
GSX1	0
GSX2	1
GTDC1	0
GTF2A1	3
GTF2A1L	0
GTF2A2	1
GTF2B	6
GTF2E1	2
GTF2E2	6
GTF2F1	1
GTF2F2	1
GTF2H1	9
GTF2H2	5
GTF2H2C	0
GTF2H3	2
GTF2H4	6
GTF2H5	7
GTF2I	14
GTF2IRD1	4
GTF2IRD2	0
GTF2IRD2B	1
GTF3A	2
GTF3C1	3
GTF3C2	3
GTF3C3	0
GTF3C4	2
GTF3C5	0
GTF3C6	0
GTPBP1	0
GTPBP2	2
GTPBP3	0
GTPBP4	9
GTPBP6	0
GTPBP8	1
GTPBP10	1
GTSE1	32
GTSF1	5
GTSF1L	0
GUCA1A	0
GUCA1ANB	0
GUCA1B	0
GUCA1C	0
GUCA2A	11
GUCA2B	9
GUCD1	0
GUCY1A1	0
GUCY1A2	1
GUCY1B1	0
GUCY2C	52
GUCY2D	0
GUCY2F	2
GUF1	1
GUK1	1
GULP1	4
GUSB	35
GVQW3	0
GXYLT1	0
GXYLT2	3
GYG1	1
GYG2	2
GYPA	4
GYPB	1
GYPC	5
GYPE	1
GYS1	10
GYS2	10
GZF1	0
GZMA	50
GZMB	120
GZMH	4
GZMK	8
GZMM	4
H1-0	20
H1-1	11
H1-2	38
H1-3	11
H1-4	23
H1-5	16
H1-6	2
H1-7	0
H1-8	1
H1-10	2
H2AB1	0
H2AB2	0
H2AB3	0
H2AC1	0
H2AC4	0
H2AC6	0
H2AC7	0
H2AC8	0
H2AC11	0
H2AC12	0
H2AC13	0
H2AC14	0
H2AC15	0
H2AC16	0
H2AC17	0
H2AC18	0
H2AC19	0
H2AC20	0
H2AC21	0
H2AJ	1
H2AP	0
H2AW	0
H2AX	600
H2AZ1	0
H2AZ2	0
H2BC1	0
H2BC3	0
H2BC4	0
H2BC5	0
H2BC6	0
H2BC7	0
H2BC8	0
H2BC9	0
H2BC10	0
H2BC11	0
H2BC12	0
H2BC13	0
H2BC14	0
H2BC15	0
H2BC17	0
H2BC18	0
H2BC21	0
H2BE1	0
H2BS1	0
H2BU1	0
H2BW1	0
H2BW2	0
H3-2	6
H3-3A	3
H3-3B	4
H3-4	2
H3-5	3
H3C1	0
H3C2	0
H3C3	0
H3C4	0
H3C6	0
H3C7	0
H3C8	0
H3C10	0
H3C11	0
H3C12	0
H3C13	1
H3C14	1
H3C15	0
H3Y1	0
H3Y2	0
H4-16	0
H4C1	0
H4C2	0
H4C3	0
H4C4	3
H4C5	0
H4C6	0
H4C7	0
H4C8	0
H4C9	0
H4C11	0
H4C12	0
H4C13	0
H4C14	0
H4C15	0
H6PD	9
HAAO	7
HABP2	44
HABP4	6
HACD1	0
HACD2	0
HACD3	1
HACD4	1
HACE1	22
HACL1	1
HADH	9
HADHA	12
HADHB	8
HAGH	4
HAGHL	1
HAL	191
HAMP	22
HAND1	20
HAND2	62
HAO1	4
HAO2	4
HAP1	34
HAPLN1	12
HAPLN2	1
HAPLN3	10
HAPLN4	0
HARBI1	0
HARS1	0
HARS2	1
HAS1	53
HAS2	153
HAS3	78
HASPIN	24
HAT1	27
HAUS1	0
HAUS2	1
HAUS3	2
HAUS4	2
HAUS5	1
HAUS6	4
HAUS7	1
HAUS8	0
HAVCR1	5
HAVCR2	35
HAX1	22
HBA1	14
HBA2	4
HBB	58
HBD	116
HBE1	5
HBEGF	51
HBG1	0
HBG2	1
HBM	235
HBP1	40
HBQ1	1
HBS1L	2
HBZ	23
HCAR1	4
HCAR2	6
HCAR3	1
HCCS	600
HCFC1	7
HCFC1R1	0
HCFC2	1
HCG22	13
HCK	73
HCLS1	8
HCN1	9
HCN2	7
HCN3	0
HCN4	4
HCRT	21
HCRTR1	2
HCRTR2	3
HCST	13
HDAC1	600
HDAC2	448
HDAC3	377
HDAC4	198
HDAC5	80
HDAC6	585
HDAC7	72
HDAC8	189
HDAC9	69
HDAC10	37
HDAC11	37
HDC	349
HDDC2	0
HDDC3	1
HDGF	121
HDGFL1	1
HDGFL2	0
HDGFL3	0
HDHD2	0
HDHD3	2
HDHD5	0
HDLBP	8
HDX	30
HEATR1	6
HEATR3	1
HEATR4	0
HEATR5A	0
HEATR5B	2
HEATR6	3
HEATR9	0
HEBP1	2
HEBP2	1
HECA	13
HECTD1	7
HECTD2	1
HECTD3	11
HECTD4	3
HECW1	4
HECW2	3
HEG1	4
HELB	0
HELLS	32
HELQ	11
HELT	3
HELZ	3
HELZ2	4
HEMGN	5
HEMK1	0
HENMT1	3
HEPACAM	27
HEPACAM2	4
HEPH	8
HEPHL1	2
HEPN1	0
HERC1	11
HERC2	31
HERC3	4
HERC4	9
HERC5	13
HERC6	2
HERPUD1	14
HERPUD2	0
HES1	409
HES2	8
HES3	17
HES4	13
HES5	39
HES6	33
HES7	7
HESX1	0
HEXA	114
HEXB	4
HEXD	0
HEXIM1	35
HEXIM2	1
HEY1	127
HEY2	38
HEYL	26
HFE	168
HFM1	2
HGD	537
HGF	600
HGFAC	5
HGH1	0
HGS	203
HGSNAT	0
HHAT	16
HHATL	0
HHEX	24
HHIP	56
HHIPL1	1
HHIPL2	2
HHLA1	1
HHLA2	34
HIBADH	1
HIBCH	4
HIC1	202
HIC2	6
HID1	1
HIF1A	394
HIF1AN	13
HIF3A	11
HIGD1A	5
HIGD1B	0
HIGD1C	0
HIGD2A	2
HIGD2B	0
HIKESHI	2
HILPDA	8
HINFP	2
HINT1	23
HINT2	8
HINT3	0
HIP1	38
HIP1R	8
HIPK1	20
HIPK2	109
HIPK3	40
HIPK4	1
HIRA	42
HIRIP3	0
HIVEP1	1
HIVEP2	4
HIVEP3	2
HJURP	36
